pcstrip,Year,NUMBER_OF_PATIENTS,SHA,PCT,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,loneliness_zscore
SK131DS,2018,3210.25,Q46,01Y,402417,396714,E01019752,E02004093,A1,E12000004,E07000037,80,0.911175863
SK136EQ,2018,2177,Q46,01Y,401366,394486,E01019732,E02004094,A1,E12000004,E07000037,-55,0.334666143
SK136NN,2018,3688.333333,Q46,01Y,402154,393641,E01019757,E02004096,A1,E12000004,E07000037,-75,1.486729806
SK137DE,2018,3493.083333,Q46,01Y,403439,394256,E01019739,E02004095,A1,E12000004,E07000037,14,1.089493614
SK138PS,2018,13455.16667,Q46,01Y,403739,394131,E01019739,E02004095,A1,E12000004,E07000037,14,-0.061229733
SK141AT,2018,10363.5,Q46,01Y,394704,395045,E01006040,E02001256,A1,E12000002,E08000008,-61,-0.437792061
SK141JY,2018,12340.08333,Q46,01Y,395042,394445,E01006041,E02001256,A1,E12000002,E08000008,-40,-0.218098372
SK142AH,2018,9408.083333,Q46,01Y,394769,395100,E01006028,E02001256,A1,E12000002,E08000008,-28,0.093707141
SK142AQ,2018,7965.25,Q46,01Y,394788,395101,E01006028,E02001256,A1,E12000002,E08000008,-28,-0.306392477
SK143EH,2018,5494,Q46,01Y,398276,394830,E01006050,E02001255,A1,E12000002,E08000008,-128,0.665482651
SK146LA,2018,7113.416667,Q46,01Y,399367,395706,E01006048,E02001251,A1,E12000002,E08000008,-126,-0.343660177
SK148LN,2018,4380.666667,Q46,01Y,400462,396119,E01006049,E02001251,A1,E12000002,E08000008,109,0.376731465
SK151RZ,2018,6138.166667,Q46,01Y,396175,398305,E01006022,E02001243,A1,E12000002,E08000008,78,1.264027697
SK152AE,2018,6575.166667,Q46,01Y,396232,398652,E01006060,E02001236,A1,E12000002,E08000008,-40,0.09004287
SK152AU,2018,5411.75,Q46,01Y,396176,398661,E01006060,E02001236,A1,E12000002,E08000008,-40,0.800848023
SK152PT,2018,7765.083333,Q46,01Y,397026,398693,E01006068,E02001237,A1,E12000002,E08000008,76,0.306979845
SK153BJ,2018,3233.416667,Q46,01Y,397823,399507,E01006067,E02001237,A1,E12000002,E08000008,-19,1.054749304
SK164DB,2018,10862.5,Q46,01Y,394561,397760,E01006012,E02001245,A1,E12000002,E08000008,44,0.177834365
SK164JZ,2018,3676.416667,Q46,01Y,393895,397989,E01006016,E02001245,A1,E12000002,E08000008,-13,0.102485822
SK164LD,2018,3157.75,Q46,01Y,393927,397965,E01006010,E02001245,A1,E12000002,E08000008,37,1.073046296
SK170AQ,2018,3038.083333,Q55,04J,412752,360610,E01019613,E02004070,E1,E12000004,E07000035,64,1.011347542
SK176JP,2018,9646.5,Q55,04J,405566,373002,E01019715,E02004102,C1,E12000004,E07000037,118,-0.978187279
SK178NS,2018,3316,Q55,04J,415103,375672,E01019631,E02004068,D1,E12000004,E07000035,102,2.360057595
SK179AY,2018,8379.666667,Q55,04J,405382,373125,E01019723,E02004102,C1,E12000004,E07000037,26,-0.175562755
SK179BZ,2018,7610.333333,Q55,04J,405405,372904,E01019762,E02004104,C1,E12000004,E07000037,97,-0.203285781
SK224AQ,2018,3784.916667,Q55,04J,399939,385506,E01019746,E02004097,C1,E12000004,E07000037,71,0.544611651
SK224BP,2018,10680.5,Q55,04J,400209,385615,E01019748,E02004097,C1,E12000004,E07000037,99,0.072634836
SK230RH,2018,8859.833333,Q55,04J,406002,380703,E01019719,E02006872,D1,E12000004,E07000037,-85,0.073176223
SK237SR,2018,8441.75,Q55,04J,401222,381508,E01019765,E02004100,D1,E12000004,E07000037,-80,0.794291641
SK25AR,2018,8952.5,Q46,01W,391008,389636,E01005875,E02001201,A1,E12000002,E08000007,-102,0.62141432
SK26BZ,2018,13183,Q46,01W,391147,388797,E01005830,E02001213,A1,E12000002,E08000007,38,0.771832172
SK26EQ,2018,5243.083333,Q46,01W,390316,388584,E01005825,E02001205,A1,E12000002,E08000007,-21,1.602936086
SK26JG,2018,2304.333333,Q46,01W,389920,388561,E01005797,E02001209,A1,E12000002,E08000007,5,1.523460473
SK38JE,2018,3881.25,Q46,01W,389567,388936,E01005760,E02001209,A1,E12000002,E08000007,-95,0.028899614
SK38PN,2018,4494.166667,Q46,01W,388797,388083,E01005763,E02001212,A1,E12000002,E08000007,40,1.361378809
SK39NX,2018,16310.58333,Q46,01W,388277,389576,E01005817,E02001202,A1,E12000002,E08000007,65,0.425992698
SK41JX,2018,7346.583333,Q46,01W,388936,391094,E01005917,E02001193,A1,E12000002,E08000007,-82,-0.428101735
SK43BT,2018,8166.666667,Q46,01W,386463,390654,E01005852,E02001199,A1,E12000002,E08000007,-31,-0.420135599
SK44NX,2018,37774.41667,Q46,01W,388110,392018,E01005866,E02001192,A1,E12000002,E08000007,-17,0.567597554
SK56ET,2018,8977.333333,Q46,01W,389432,394313,E01005889,E02001187,A1,E12000002,E08000007,101,-0.274907426
SK56RN,2018,11908.08333,Q46,01W,389668,394377,E01005889,E02001187,A1,E12000002,E08000007,101,1.113965352
SK57QU,2018,3600.833333,Q46,01W,389696,391735,E01005915,E02001193,A1,E12000002,E08000007,18,1.033549348
SK58BS,2018,8909.583333,Q46,01W,391302,392326,E01005753,E02001190,A1,E12000002,E08000007,-82,-0.06245039
SK61ND,2018,16666.16667,Q46,01W,393475,392171,E01005746,E02001191,A1,E12000002,E08000007,-117,0.119856254
SK62AH,2018,4593.666667,Q46,01W,392518,391797,E01005744,E02001195,A1,E12000002,E08000007,107,1.000548431
SK64QR,2018,9910,Q46,01W,394120,390914,E01005900,E02001196,A1,E12000002,E08000007,-8,0.522827209
SK65AA,2018,6476,Q46,01W,396552,389309,E01005885,E02001206,A1,E12000002,E08000007,-95,0.123661036
SK66AB,2018,7165.416667,Q46,01W,395799,388669,E01005885,E02001206,A1,E12000002,E08000007,-95,-0.1912955
SK66BW,2018,7199.583333,Q46,01W,396038,388434,E01005910,E02001215,A1,E12000002,E08000007,-52,0.373611234
SK68DR,2018,5936,Q46,01W,395087,385348,E01005907,E02001224,C1,E12000002,E08000007,-108,0.142511323
SK72DN,2018,5846.583333,Q46,01W,389103,384723,E01005925,E02001228,A1,E12000002,E08000007,-38,-0.538009292
SK72DY,2018,12875.41667,Q46,01W,389254,384805,E01005925,E02001228,A1,E12000002,E08000007,-38,-0.127084538
SK73EP,2018,14447.41667,Q46,01W,389297,386588,E01005927,E02001218,A1,E12000002,E08000007,-90,-0.225251458
SK74AA,2018,5517.583333,Q46,01W,391967,387288,E01005838,E02001217,A1,E12000002,E08000007,98,-0.178906799
SK74QR,2018,8247.083333,Q46,01W,392238,386957,E01005840,E02001217,A1,E12000002,E08000007,51,-0.231484699
SK81BH,2018,11960.91667,Q46,01W,385897,388567,E01005769,E02001208,A1,E12000002,E08000007,40,-0.462413347
SK82JN,2018,4795.166667,Q46,01W,387390,388151,E01005780,E02001208,A1,E12000002,E08000007,51,-0.013748155
SK83JD,2018,12972.91667,Q46,01W,384842,385915,E01005849,E02001222,A1,E12000002,E08000007,-30,0.84408402
SK84DG,2018,9381.166667,Q46,01W,384447,388577,E01005771,E02001211,A1,E12000002,E08000007,-22,-1.245707315
SK86LU,2018,24026.58333,Q46,01W,387364,385529,E01005791,E02001225,A1,E12000002,E08000007,86,0.243299815
SK91PA,2018,12789.5,Q44,01C,384429,380708,E01018601,E02003858,A1,E12000002,E06000049,-3,0.156318655
SK93HL,2018,9810,Q44,01C,385808,383464,E01018595,E02003856,A1,E12000002,E06000049,30,0.102468239
SK95HX,2018,12417.58333,Q44,01C,384236,380694,E01018601,E02003858,A1,E12000002,E06000049,-3,0.421777595
SK97EP,2018,8136.666667,Q44,01C,384271,378193,E01018574,E02003864,C1,E12000002,E06000049,42,-0.462730828
SK97UD,2018,133,Q44,01C,381051,376707,E01018654,E02003859,F1,E12000002,E06000049,63,-8.245414701
SL09NU,2018,9417.166667,Q69,10H,503512,181094,E01017828,E02003695,D1,E12000008,E07000006,45,1.383532876
SL11TT,2018,14549.16667,Q69,10T,497785,179543,E01016514,E02003417,C1,E12000008,E06000039,-87,1.103607548
SL12BJ,2018,7939,Q69,10T,497697,179429,E01016514,E02003417,C1,E12000008,E06000039,-87,-0.066059174
SL12PX,2018,3405.5,Q69,10T,497140,179239,E01016462,E02003415,C1,E12000008,E06000039,65,1.070718647
SL13DQ,2018,6114.416667,Q69,10T,496772,180858,E01016448,E02003410,C1,E12000008,E06000039,-19,-0.215226859
SL13NY,2018,11739.75,Q69,10T,497276,180823,E01016459,E02003413,C1,E12000008,E06000039,120,0.212879244
SL13XU,2018,10556.5,Q69,10T,497215,181553,E01016445,E02003410,C1,E12000008,E06000039,-124,-0.528237222
SL15ND,2018,12352,Q69,10T,493956,180203,E01016476,E02003414,C1,E12000008,E06000039,-38,0.827492681
SL15PP,2018,5578.666667,Q69,10T,495018,180872,E01016467,E02003412,C1,E12000008,E06000039,114,1.058701039
SL16BB,2018,12998.41667,Q69,10T,493913,181059,E01016495,E02003409,C1,E12000008,E06000039,-81,0.649846639
SL17DE,2018,21686.16667,Q69,10H,492885,182569,E01017805,E02003694,C1,E12000008,E07000006,-63,0.508491723
SL21HD,2018,25929.5,Q69,10T,495976,182185,E01016484,E02003408,C1,E12000008,E06000039,-100,1.206508988
SL22DG,2018,7468.083333,Q69,10T,495111,182767,E01016451,E02003407,C1,E12000008,E06000039,-22,0.607021287
SL23ER,2018,6565.166667,Q69,10H,495988,184645,E01017817,E02003691,C1,E12000008,E07000006,-100,0.707102415
SL24AZ,2018,6315.166667,Q69,10H,498201,184377,E01017830,E02003692,C1,E12000008,E07000006,-6,-0.479908567
SL25JE,2018,4826.166667,Q69,10T,498357,180717,E01016460,E02003413,C1,E12000008,E06000039,-64,0.067114495
SL25JP,2018,9563.666667,Q69,10T,498738,180733,E01016516,E02003411,C1,E12000008,E06000039,49,1.342011091
SL38HD,2018,8820.75,Q69,10T,501299,179291,E01016509,E02003416,C1,E12000008,E06000039,-38,0.175530781
SL38LE,2018,19257.66667,Q69,10T,501361,178383,E01016490,E02003419,C1,E12000008,E06000039,-92,0.641838139
SL39EX,2018,10291,Q69,11C,498958,176861,E01016566,E02003431,D1,E12000008,E06000040,113,0.407995282
SL41BZ,2018,10158.58333,Q69,11C,496936,176554,E01016544,E02003430,C1,E12000008,E06000040,-49,0.835005857
SL43EW,2018,6953.666667,Q69,11C,496299,176118,E01016545,E02003432,C1,E12000008,E06000040,3,0.633789688
SL45AS,2018,15493.75,Q69,11C,496072,176510,E01016545,E02003432,C1,E12000008,E06000040,3,0.047274431
SL46AP,2018,13935.41667,Q69,11C,496577,177564,E01016567,E02003430,C1,E12000008,E06000040,6,0.883523652
SL50AE,2018,7658.416667,Q69,10G,493989,167597,E01016608,E02003438,C1,E12000008,E06000040,28,0.080042503
SL50QJ,2018,9188.75,Q69,10G,495114,167660,E01016605,E02003438,C1,E12000008,E06000040,57,-0.662105215
SL57EN,2018,5163.4,Q69,11C,492757,168766,E01016523,E02003437,C1,E12000008,E06000040,33,0.924680522
SL57LS,2018,9976.583333,Q69,10G,492066,170600,E01016524,E02003437,C1,E12000008,E06000040,-72,0.1546176
SL58AA,2018,5208.142857,Q69,15D,491391,168722,E01016524,E02003437,C1,E12000008,E06000040,-72,0.766229367
SL62SR,2018,3120.166667,Q69,11C,488035,179837,E01016594,E02003427,C1,E12000008,E06000040,-124,0.489857081
SL63NW,2018,3266.166667,Q69,11C,486075,178904,E01016580,E02003428,C1,E12000008,E06000040,9,1.257890456
SL63PH,2018,6552.666667,Q69,11C,486008,179911,E01016561,E02003428,C1,E12000008,E06000040,85,2.090988702
SL66EL,2018,12072.16667,Q69,11C,487589,181183,E01016527,E02003426,C1,E12000008,E06000040,-79,-0.114801885
SL66JJ,2018,9990.166667,Q69,11C,487678,182078,E01016526,E02003426,C1,E12000008,E06000040,31,0.022031342
SL67DQ,2018,3597.666667,Q69,11C,488612,181792,E01016529,E02003425,C1,E12000008,E06000040,114,1.014413542
SL68AJ,2018,10659.91667,Q69,11C,488894,181521,E01032733,E02003425,C1,E12000008,E06000040,99,0.315234635
SL68AN,2018,18925.41667,Q69,11C,488916,181452,E01032733,E02003425,C1,E12000008,E06000040,99,-0.508510219
SL68DS,2018,6918.916667,Q69,11C,489973,181530,E01016585,E02003424,C1,E12000008,E06000040,-95,0.273353526
SL69HX,2018,7755.166667,Q69,11C,488430,185155,E01016533,E02003422,C1,E12000008,E06000040,53,0.808768882
SL71DN,2018,27284.91667,Q69,10H,485336,186823,E01017895,E02003718,C1,E12000008,E07000007,73,0.225537232
SL85RX,2018,6822,Q69,10H,489315,187404,E01017847,E02003716,C1,E12000008,E07000007,-72,0.274637709
SL99RR,2018,12218.83333,Q69,10H,499951,190868,E01017755,E02003686,C1,E12000008,E07000005,-31,-0.256577533
SL99SA,2018,18557.08333,Q69,10H,499747,190775,E01017755,E02003686,C1,E12000008,E07000005,-31,0.488627254
SM12DB,2018,8995.25,Q63,08T,525263,163659,E01004158,E02000857,A1,E12000007,E09000029,-29,-0.138009719
SM12HD,2018,13138.66667,Q63,08T,524839,165001,E01004159,E02000853,A1,E12000007,E09000029,36,-0.395682716
SM12RJ,2018,12367.08333,Q63,08T,525614,164205,E01004162,E02000857,A1,E12000007,E09000029,-35,0.21053893
SM14AF,2018,12644.66667,Q63,08T,525959,164285,E01004142,E02000851,A1,E12000007,E09000029,30,0.671638708
SM14EB,2018,11450.41667,Q63,08T,526079,164614,E01004137,E02000851,A1,E12000007,E09000029,-30,0.643022329
SM14NG,2018,4361.583333,Q63,08T,527020,164267,E01004103,E02000852,A1,E12000007,E09000029,-77,1.114535352
SM26LX,2018,8979.916667,Q63,08T,525682,163684,E01004156,E02000857,A1,E12000007,E09000029,100,0.056169909
SM38EP,2018,14501.83333,Q63,08T,523663,164768,E01004118,E02000848,A1,E12000007,E09000029,-84,2.302412336
SM39BX,2018,2276.2,Q63,08T,523934,165755,E01004131,E02000842,A1,E12000007,E09000029,-83,1.382725627
SM39EY,2018,8478.833333,Q63,08R,524653,166807,E01004134,E02000842,A1,E12000007,E09000029,-88,0.511385144
SM39HE,2018,8374.416667,Q63,08R,524468,166639,E01004134,E02000842,A1,E12000007,E09000029,-88,0.708198984
SM45RT,2018,8756.583333,Q63,08R,526087,168133,E01003453,E02000711,A1,E12000007,E09000024,91,1.964737352
SM46BH,2018,4586.666667,Q63,08T,526695,167101,E01004189,E02000840,A1,E12000007,E09000029,89,1.346155769
SM46RS,2018,5443.166667,Q63,08T,526079,167182,E01003450,E02000712,A1,E12000007,E09000024,-5,1.248362196
SM51JF,2018,11125.83333,Q63,08T,527178,166644,E01004183,E02000840,A1,E12000007,E09000029,100,2.092334833
SM52RE,2018,14900.83333,Q63,08T,527384,165219,E01004165,E02000844,A1,E12000007,E09000029,-44,-0.109125883
SM52RT,2018,6464,Q63,08T,526960,165562,E01004167,E02000844,A1,E12000007,E09000029,-4,0.557628303
SM53LS,2018,3774,Q63,08T,527607,163396,E01004104,E02000859,A1,E12000007,E09000029,-38,0.297551129
SM53RB,2018,5929.333333,Q63,08T,527424,163725,E01004098,E02000854,A1,E12000007,E09000029,95,0.745960847
SM60DE,2018,8854.1,Q63,08T,528871,164167,E01004174,E02000856,A1,E12000007,E09000029,22,0.371144249
SM60HY,2018,29730.83333,Q63,08T,528848,163644,E01004177,E02000859,A1,E12000007,E09000029,48,1.423849492
SM67HF,2018,4987.5,Q63,08T,528429,166232,E01004188,E02000843,A1,E12000007,E09000029,-112,1.557345288
SM68AW,2018,4086.916667,Q63,08T,528826,164336,E01004174,E02000856,A1,E12000007,E09000029,22,0.302705866
SM68BL,2018,3727.25,Q63,08T,529033,164512,E01004172,E02000849,A1,E12000007,E09000029,56,1.077846555
SM69BY,2018,2515.75,Q63,08T,530350,163691,E01004086,E02000858,A1,E12000007,E09000029,10,2.201164642
SM69DW,2018,8925.5,Q63,08T,530057,163240,E01004089,E02000858,A1,E12000007,E09000029,21,0.238563738
SM71HL,2018,7916.916667,Q68,99H,524409,160103,E01030604,E02006375,A1,E12000008,E07000211,15,1.123900404
SM73HH,2018,11176.83333,Q68,99H,526050,160019,E01030561,E02006376,A1,E12000008,E07000211,-62,0.43758012
SN101LQ,2018,11503.41667,Q64,99N,400860,161468,E01031850,E02006637,C1,E12000009,E06000054,70,-0.43575897
SN101QU,2018,6580.5,Q64,99N,400796,161539,E01031850,E02006637,C1,E12000009,E06000054,70,0.163999056
SN102BU,2018,7429.666667,Q64,99N,399975,161904,E01031853,E02006638,C1,E12000009,E06000054,-89,-0.533850901
SN104AQ,2018,5585.166667,Q64,99N,401784,154441,E01031857,E02006641,D1,E12000009,E06000054,48,0.178416887
SN104JB,2018,2756.166667,Q64,99N,400451,153364,E01031858,E02006641,E1,E12000009,E06000054,113,1.136745857
SN105EQ,2018,6,Q64,99N,400683,160918,E01031855,E02006638,C1,E12000009,E06000054,-58,-8.245414701
SN110EF,2018,8895.916667,Q64,99N,399713,170956,E01031900,E02006658,C1,E12000009,E06000054,100,-0.310945673
SN110HH,2018,10860.41667,Q64,99N,399688,171409,E01031898,E02006657,C1,E12000009,E06000054,-31,-0.068856148
SN119UT,2018,7313.333333,Q64,99N,399163,171926,E01031897,E02006657,C1,E12000009,E06000054,37,0.300484878
SN126UN,2018,11956.58333,Q64,99N,391324,163097,E01032066,E02006680,C1,E12000009,E06000054,-93,0.908178885
SN127EA,2018,13274.66667,Q64,99N,390985,163203,E01032068,E02006680,C1,E12000009,E06000054,12,1.151456669
SN12DQ,2018,25693.83333,Q64,12D,415236,184847,E01032714,E02003230,C1,E12000009,E06000030,31,1.882735195
SN12QU,2018,5378.416667,Q64,12D,416178,185660,E01015479,E02003228,C1,E12000009,E06000030,-84,0.568862114
SN138NA,2018,7015,Q64,99N,382701,168766,E01031890,E02006659,C1,E12000009,E06000054,-24,-0.018253875
SN139DL,2018,11341.33333,Q64,99N,386748,170390,E01031932,E02006660,C1,E12000009,E06000054,-25,-0.705065408
SN13BU,2018,8530.833333,Q64,12D,415510,184042,E01032715,E02003230,C1,E12000009,E06000030,-65,0.745653112
SN146GT,2018,15574.66667,Q64,99N,390405,174297,E01031908,E02006653,C1,E12000009,E06000054,-118,0.732775893
SN147EJ,2018,4587.166667,Q64,99N,386773,176144,E01031940,E02006651,E1,E12000009,E06000054,-109,-0.355590192
SN14GB,2018,8612.166667,Q64,12D,414217,183524,E01032707,E02003232,C1,E12000009,E06000030,-123,-0.170947386
SN152SB,2018,16131,Q64,99N,391404,172771,E01031912,E02006654,C1,E12000009,E06000054,113,-0.329287952
SN153SY,2018,8114.583333,Q64,99N,393061,172071,E01031923,E02006656,C1,E12000009,E06000054,24,0.763517964
SN15HG,2018,6660,Q64,12D,414251,184454,E01015477,E02003226,C1,E12000009,E06000030,-3,1.480752177
SN160FB,2018,15733.5,Q64,99N,393539,186490,E01031959,E02006648,D1,E12000009,E06000054,-59,0.282206918
SN160LH,2018,3491.916667,Q64,99N,385297,185872,E01031957,E02006648,D1,E12000009,E06000054,84,0.851126192
SN21UU,2018,12310.83333,Q64,12D,415418,186439,E01015509,E02003221,C1,E12000009,E06000030,70,1.63991902
SN22JG,2018,11866.33333,Q64,12D,413464,187055,E01015530,E02003217,C1,E12000009,E06000030,77,1.078307887
SN251QQ,2018,14852,Q64,12D,413414,188183,E01015516,E02003215,C1,E12000009,E06000030,-48,-0.118875373
SN251UH,2018,12642.91667,Q64,12D,412244,188406,E01032704,E02006848,C1,E12000009,E06000030,0,0.334987548
SN254YZ,2018,17201.33333,Q64,12D,414449,188796,E01015512,E02006849,C1,E12000009,E06000030,26,0.776076377
SN31JL,2018,7419.75,Q64,12D,416606,183241,E01015533,E02003235,C1,E12000009,E06000030,-87,0.575911816
SN32EZ,2018,8713.416667,Q64,12D,417582,183794,E01015541,E02003231,C1,E12000009,E06000030,-9,0.992128245
SN32RJ,2018,10138,Q64,12D,417128,184181,E01015540,E02003231,C1,E12000009,E06000030,-25,1.712766499
SN33RZ,2018,1546.222222,Q64,12D,418417,183994,E01015491,E02003234,C1,E12000009,E06000030,118,-0.903123469
SN33TQ,2018,7894.833333,Q64,12D,418293,184171,E01015491,E02003234,C1,E12000009,E06000030,118,0.698456152
SN34BF,2018,14009.08333,Q64,12D,417485,187660,E01015552,E02003220,C1,E12000009,E06000030,-126,0.141579818
SN47AT,2018,8339.25,Q64,99N,406989,182747,E01031963,E02006649,C1,E12000009,E06000054,64,0.277695902
SN47AX,2018,10049.66667,Q64,99N,406674,182615,E01031967,E02006649,C1,E12000009,E06000054,86,0.855526176
SN49LW,2018,13558.58333,Q64,12D,414557,180605,E01015587,E02003236,D1,E12000009,E06000030,-26,1.306052879
SN54BD,2018,10090.66667,Q64,99N,408544,187410,E01031956,E02006646,D1,E12000009,E06000054,44,-0.044200739
SN55AN,2018,4278.75,Q64,12D,411543,186526,E01015562,E02003222,C1,E12000009,E06000030,-37,2.155062607
SN55PX,2018,10820.33333,Q64,12D,411447,185436,E01015564,E02003225,C1,E12000009,E06000030,32,0.862511212
SN57XY,2018,10589.83333,Q64,12D,412117,184302,E01015567,E02003225,C1,E12000009,E06000030,63,0.424846163
SN58SX,2018,4587.416667,Q64,12D,412449,183867,E01015570,E02003233,C1,E12000009,E06000030,33,1.147550295
SN66AE,2018,2714.583333,Q64,99N,410027,193519,E01031936,E02006644,D1,E12000009,E06000054,29,0.404963227
SN67DN,2018,14274,Q64,12D,419875,192758,E01015519,E02003212,D1,E12000009,E06000030,22,1.106086008
SN68AG,2018,7131.916667,Q64,12D,424062,188978,E01028745,E02006886,D1,E12000008,E07000180,-22,0.909116683
SN77YU,2018,15513.58333,Q69,10Q,429153,194839,E01028716,E02005986,D1,E12000008,E07000180,-73,1.093196627
SN82QT,2018,9082.666667,Q64,99N,428318,171997,E01031874,E02006634,D1,E12000009,E06000054,-59,0.819026016
SN83PF,2018,3723.25,Q64,99N,427630,164183,E01031843,E02006640,D1,E12000009,E06000054,35,0.949077619
SN83TA,2018,3768.333333,Q64,99N,423111,161098,E01031847,E02006640,D1,E12000009,E06000054,102,2.026647424
SN84BY,2018,17514.08333,Q64,99N,418930,168811,E01031865,E02006635,D1,E12000009,E06000054,-6,0.574560453
SN96DZ,2018,6810.166667,Q64,99N,413198,155014,E01031882,E02006642,E1,E12000009,E06000054,9,1.23969954
SO140LT,2018,475.3333333,Q70,10X,442630,112899,E01017155,E02003570,C1,E12000008,E06000045,-2,0.145260741
SO141LT,2018,23976.83333,Q70,10X,442462,111981,E01017139,E02003577,C1,E12000008,E06000045,-111,0.263182513
SO146UX,2018,9713.25,Q70,10X,442244,113762,E01017157,E02003565,C1,E12000008,E06000045,110,-0.019604247
SO152HQ,2018,4343.333333,Q70,10X,441815,113025,E01017138,E02003571,C1,E12000008,E06000045,11,-1.653082069
SO153FH,2018,5110.166667,Q70,10X,440761,112812,E01017191,E02003568,C1,E12000008,E06000045,-53,0.969627336
SO153UA,2018,14888.58333,Q70,10X,440231,113206,E01017192,E02003569,C1,E12000008,E06000045,102,-0.090631724
SO155AL,2018,4358.666667,Q70,10X,440884,113488,E01017197,E02003568,C1,E12000008,E06000045,120,-0.405692256
SO155DD,2018,9113.25,Q70,10X,441171,113089,E01017189,E02003568,C1,E12000008,E06000045,11,-0.07520756
SO155SY,2018,12405,Q70,10X,439986,114018,E01017250,E02003558,C1,E12000008,E06000045,-101,-0.231343635
SO162JA,2018,7130.083333,Q70,10X,443767,115724,E01017264,E02003551,C1,E12000008,E06000045,-124,-0.274003322
SO163BD,2018,9541.416667,Q70,10X,443252,115650,E01017266,E02003553,C1,E12000008,E06000045,115,-0.088767731
SO164AH,2018,15454.33333,Q70,10X,438336,113686,E01017210,E02003567,C1,E12000008,E06000045,7,-1.049362784
SO164NZ,2018,5466.083333,Q70,10X,439045,113739,E01017208,E02003567,C1,E12000008,E06000045,111,-0.092716722
SO164XE,2018,17509.58333,Q70,10X,439031,114123,E01017207,E02003563,C1,E12000008,E06000045,89,0.257575195
SO165ST,2018,8176.083333,Q70,10X,440281,115806,E01017185,E02003550,C1,E12000008,E06000045,81,-0.817183799
SO168HY,2018,11339.75,Q70,10X,438835,115866,E01017182,E02003552,C1,E12000008,E06000045,100,-0.853728081
SO171BJ,2018,18423.66667,Q70,10X,442560,115135,E01032753,E02003557,C1,E12000008,E06000045,34,-0.534466818
SO171PJ,2018,6167.583333,Q70,10X,442093,114859,E01032753,E02003557,C1,E12000008,E06000045,34,-0.336557744
SO171TL,2018,6034.25,Q70,10X,442559,114988,E01032753,E02003557,C1,E12000008,E06000045,34,-0.864843007
SO183RA,2018,5476,Q70,10X,445607,115026,E01022716,E02004720,C1,E12000008,E07000086,67,0.116458926
SO186BT,2018,10757.91667,Q70,10X,445467,113098,E01017200,E02003564,C1,E12000008,E06000045,-110,0.226396943
SO186TG,2018,13207.66667,Q70,10X,445137,113222,E01017200,E02003564,C1,E12000008,E06000045,-110,-0.665465152
SO190HS,2018,10733.75,Q70,10X,446555,111413,E01017169,E02003575,C1,E12000008,E06000045,-92,-0.106724716
SO199AL,2018,14379.41667,Q70,10X,444202,111055,E01017273,E02003579,C1,E12000008,E06000045,42,0.317283285
SO199AN,2018,8737.75,Q70,10X,444439,110948,E01017273,E02003579,C1,E12000008,E06000045,42,-0.051975356
SO199GH,2018,28460.08333,Q70,10X,444361,110048,E01017279,E02003579,C1,E12000008,E06000045,54,-0.019740071
SO199RL,2018,5716.583333,Q70,10X,444205,111115,E01017276,E02003579,C1,E12000008,E06000045,79,1.167923262
SO206HG,2018,9117.083333,Q70,11A,435791,135007,E01023167,E02004822,E1,E12000008,E07000093,25,0.463619778
SO211QY,2018,9642.5,Q70,11A,448200,124645,E01023226,E02004838,D1,E12000008,E07000094,-67,0.8476435
SO213LE,2018,6665.25,Q70,11A,446535,139636,E01023286,E02004829,E1,E12000008,E07000094,-66,0.852523665
SO225DD,2018,18570.25,Q70,11A,447647,129845,E01023267,E02004835,C1,E12000008,E07000094,-66,-0.490289576
SO226EL,2018,24463.41667,Q70,11A,446560,130756,E01023250,E02004833,C1,E12000008,E07000094,-110,-0.971453528
SO238AD,2018,17280.41667,Q70,11A,448415,129481,E01023251,E02004834,C1,E12000008,E07000094,113,-1.398935055
SO249JL,2018,9643.416667,Q70,11A,458818,132515,E01023278,E02004832,D1,E12000008,E07000094,14,1.226791265
SO302US,2018,11977,Q70,11A,449106,114279,E01022703,E02004722,C1,E12000008,E07000086,-67,0.009113404
SO303PY,2018,7526.083333,Q70,11A,447373,114555,E01022713,E02004720,C1,E12000008,E07000086,-49,-0.819818726
SO304FQ,2018,14587.83333,Q70,11A,449331,112989,E01022695,E02004722,C1,E12000008,E07000086,47,-0.53514197
SO314NQ,2018,12425.5,Q70,11A,447433,108721,E01022689,E02004726,D1,E12000008,E07000086,-80,0.060654136
SO316DX,2018,13296.83333,Q70,10K,451121,107369,E01022750,E02004731,C1,E12000008,E07000087,-6,0.274925619
SO317DQ,2018,12219.33333,Q70,10K,451208,108254,E01022758,E02004727,C1,E12000008,E07000087,-52,-0.522900372
SO318ES,2018,4131.5,Q70,11A,448128,110286,E01022658,E02004724,C1,E12000008,E07000086,-36,0.87568345
SO321GR,2018,13109.33333,Q70,11A,455434,117612,E01023222,E02004840,D1,E12000008,E07000094,-35,0.897497392
SO403PY,2018,13120.33333,Q70,11A,435953,113451,E01023077,E02004782,C1,E12000008,E07000091,22,0.236534854
SO403ZN,2018,11477.58333,Q70,11A,436030,113590,E01023077,E02004782,C1,E12000008,E07000091,22,-0.270390574
SO408WU,2018,13454.33333,Q70,11A,434256,113153,E01023090,E02004781,C1,E12000008,E07000091,-125,0.057656312
